Unnamed: 0,Unnamed: 0.1,url_meeting,url,paragraph_number,paragraph,corridor,daily,Year,Month,Conference,Location,Link,Dailies?,COMMENTS,institution,mentioned_countries
1647,159,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,159,"A7.6: On a paragraph on impacts on hydropower, authors proposed, and the group agreed to, a sentence stating that changes in snow and glaciers have changed the amount and seasonality of runoff in snow-dominated and glacier-fed river basins. They also agreed to add reference to the impacts of decreased runoff on water resources, as suggested by France and Chile. With this, the paragraph was approved.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['France', 'Chile']"
1648,160,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,160,"A7.7: This paragraph deals with high mountain aesthetic and cultural aspects, and tourism and recreation. Switzerland, supported by Bhutan, proposed two separate sentences, one covering aesthetic and cultural activities, with a list of impacted high mountain regions, and another covering commercial activities in high mountains, such as skiing, hiking, and mountaineering. Saudi Arabia, supported by China, objected to this separation. Following an explanation that such a distinction enables identification of different regions, the paragraph was approved with the two sentences. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['China', 'Bhutan', 'Switzerland', 'Saudi Arabia']"
1651,163,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,163,"Regarding a sentence on negative consequence for Indigenous peoples, Saint Kitts and Nevis requested reference to local communities as well, which was agreed. The paragraph was approved with one other minor modification.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saint Kitts and Nevis']
1652,164,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,164,"A8.2: This paragraph discusses harmful algal blooms. Grenada, supported by Saint Kitts and Nevis, asked to include reference to the impact of loss of coral reefs on peoples’ cultural identity, suggesting insertion of text from the underlying document, and the UK suggested discussing waterborne pathogens such as Vibrio. The authors responded that projections on both of those subjects are taken up in Section B, but that there is not enough literature on observed present impacts to warrant inclusion in Section A. The paragraph was approved as proposed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Grenada', 'Saint Kitts and Nevis']"
1653,165,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,165,"A9: This subsection addresses risks for human communities in low-lying coastal areas. Regarding a sentence in the headline statement on exposure of coastal communities to multiple climate-related hazards, Saint Kitts and Nevis asked for, and authors agreed, to include reference to tropical cyclones among key hazards. With this change the headline statement was agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saint Kitts and Nevis']
1655,167,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,167,"A9.2: On coastal protection measures, advance, and retreat, in a sentence linking to Figure SPM.5 on sea level rise risk and responses, a proposal from Saint Kitts and Nevis to refer to the effectiveness of “responses” to sea level rise instead of “adaptation” was accepted and the paragraph was approved.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saint Kitts and Nevis']
1670,182,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,182,"This section addresses projected physical changes, projected risks for ecosystems, and projected risks for people and ecosystem services. A footnote was inserted at the beginning of this section, at the request of Ecuador, Tanzania, and India, explaining why the report focused almost exclusively on the RCP2.5 and RCP8.6 emissions scenarios. Following huddle discussions to craft text, the footnote was approved. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['India', 'Ecuador']"
1673,185,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,185,"B1.2: At Germany’s suggestion, a new paragraph was added by authors, comparing the Greenland Ice Sheet’s projected contribution to sea-level rise to that of the Antarctic Ice Sheet. It notes that while the contribution to sea level rise of Greenland’s Ice Sheet is currently larger, Antarctica could become a larger contributor by 2100 as a consequence of rapid Antarctic Ice Sheet retreat. It also provides projected figures under RCP2.6 and RCP8.5. Following minor modifications, the paragraph was approved.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Germany', 'Greenland', 'Antarctica']"
1675,187,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,187,"B1.4: On a paragraph on widespread permafrost thaw, Canada suggested adding a confidence statement regarding the magnitude of the projected changes in permafrost thaw this century. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Canada']
1676,188,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,188,"Regarding a sentence on the release of CO2 and methane from permafrost thaw, the Friends World Committee for Consultation proposed language to reflect that the release of 10s to 100s of billions of tons of permafrost carbon has the potential to “significantly” exacerbate climate change. Saudi Arabia sought text to make clear that such a massive release is only foreseen with RCP8.5. India expressed concern that the reference to smaller projected releases for low emissions scenarios might imply that “polluting a little is acceptable.” These issues were addressed by authors. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['India', 'Saudi Arabia']"
1677,189,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,189,"On Monday, authors presented their proposed changes, which limited discussion of methane to its mention as being released to the atmosphere under RCP8.5, and specified that lower emissions scenarios slow the release of carbon emissions from the permafrost region. Authors also proposed a new footnote on annual CO2 emissions from fossil fuel and land use change from 2007-2017. Saudi Arabia objected to mentioning land use and requested specific figures on methane emissions. Following a further huddle discussion and comments by Saudi Arabia and the Netherlands, the footnote, as agreed, does not include reference to fossil fuel and land use, and instead specifies average annual anthropogenic methane emissions between 2003 and 2012, along with specific figures for annual CO2 emissions between 2007 and 2017.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Netherlands', 'Saudi Arabia']"
1679,191,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,191,"B1.6: In a paragraph on river runoff in high mountain basins, France and India suggested specifying the European Alps and Pyrenees and the Himalayas, respectively, in a list of examples. An author replied that very few, if any, studies have been undertaken on regions other than the Andes and European Alps. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['France', 'India']"
1681,193,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,193,"B1.7: On a paragraph on differences in projected Arctic sea ice loss from 2050,  France requested addition of information for warming levels above 2 °C. Several delegates questioned references only to losses from 2050 onward. In response, following informal consultations, authors presented revised text specifying that Arctic sea ice loss is projected to continue through mid-century. With another small change, the paragraph was agreed .",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['France']
1682,194,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,194,"B2: This subsection deals with the transition of the ocean to unprecedented ocean conditions, such as stratification, acidification, and frequent El Niño events. The authors suggested adding reference to La Niña events and carbon export to the headline statement, to reflect recent changes in the subparagraphs. Saudi Arabia questioned whether all the conditions were in fact “unprecedented,” and the authors withdrew the reference to carbon export, noting it did not merit the label. With those changes the text was approved.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saudi Arabia']
1683,195,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,195,B2.1:  A paragraph on  ocean warming was agreed following France’s proposal for reference to carbon penetration in a sentence on annual mean density ocean stratification projections inhibiting vertical nutrient and oxygen fluxes. ,0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['France']
1684,196,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,196,B2.2: A paragraph on ocean oxygen content was approved following the acceptance of France’s request to reference the decrease of carbon export to the ocean.,0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['France']
1687,199,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,199,"B2.5: On a paragraph on marine heatwaves, increase in “magnitude” was replaced with increase in “intensity,” after comments by Trinidad and Tobago, Portugal, and the US. A new sentence was also added, stating that marine heatwaves will further increase in frequency, duration, spatial extent, and intensity under global warming. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Trinidad and Tobago', 'Portugal']"
1688,200,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,200,"B2.6: A paragraph on projected increases in the frequency and intensity of extreme events, which only mentioned El Niño in the previous draft, was revised to include reference to La Niña events as well, as suggested by Spain, Tanzania, Chile, Zimbabwe, Kenya, Nicaragua and others. Kenya, Zimbabwe, and others also called for including reference to the Indian Ocean Dipole, to which authors agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['India', 'Spain', 'Nicaragua', 'Kenya', 'Chile', 'Zimbabwe']"
1689,201,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,201,"Following additional revisions by authors, a new text was presented, which included projections for extreme La Niña events and additional language on the Indian Ocean Dipole driving climate variability in the region. After lengthy discussion on projections of extreme El Niño events occurring about twice as often under both RCP scenarios in the 21st century as in the 20th century, the sentence was retained, and the paragraph agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['India']
1690,202,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,202,"B2.7: A paragraph on projected weakening of AMOC engendered some discussion, including requests for explanation of “any substantial” weakening of AMOC. After a huddle with authors, and based on a proposal by Belgium, a sentence was added noting that such changes would be in addition to the global warming signal. Following the insertion of additional confidence statements, the paragraph was agreed. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Belgium']
1691,203,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,203,"B3: A subsection on projected sea level rise and extreme sea level events was first addressed in plenary and then in a contact group, which also addressed Figure SPM.4 on extreme sea level events. Noting that some of the information was new since AR5 and highlighting its policy relevance, many countries, including Norway, the UK, Australia, Ireland, Belize, and others, called for clarity in the text on the differences between the RCP2.6 and RCP8.5 scenarios and discussion of sea level rise beyond 2100. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Australia', 'Norway', 'Belize', 'Ireland']"
1693,205,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,205,"Saudi Arabia reiterated her call for mid-range scenarios. She also questioned references to mitigation, saying the SROCC was a WG I and II report, and  asked for clarification of the term “human-induced subsidence.”",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saudi Arabia']
1698,210,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,210,"B3.3: This paragraph deals with the rate of GMSL rise. Following the presentation of text revised in the contact group and in response to Australia, the authors changed a reference to the West Antarctic Ice Sheet as a cause for concern, referring instead to “parts of the Antarctic Ice Sheet,” and the amended paragraph was agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Australia']
1704,216,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,216,"B5: This subsection addresses marine animal communities, their production, and fisheries catch potential. Regarding the headline statement, Germany requested reference to the eventual loss of biodiversity, but authors said they could not draw that conclusion from the literature. Following a modification for enhanced clarity, the paragraph was approved.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Germany']
1706,218,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,218,"B5.2: On a paragraph discussing the impacts of enhanced stratification and reduced nutrient supply, Spain asked whether nutrient supply from melting glaciers might also be mentioned. Authors responded that this was an important dynamic but that the literature was too thin to provide a basis for its inclusion, and the text was approved without revision.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Spain']
1708,220,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,220,"B5.4: This paragraph discusses impacts on cold water corals of ocean warming, oxygen loss, acidification, and a decrease in flux of organic carbon from the surface to the deep ocean. Norway suggested also discussing the impacts of ocean acidification, but the authors noted that while there was evidence in the literature on impacts for warm water corals, there was none for cold water corals. The paragraph was accepted as presented.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Norway']
1709,221,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,221,"Figure SPM.3: Projected Changes, Impacts and Risks for Ocean Ecosystems as a Result of Climate Change: This figure was addressed in plenary on Tuesday. Authors introduced a revised figure based on comments made by delegates. Authors noted, inter alia: the request by Germany, the US, the Russian Federation, and Canada to strengthen traceability of methods for the “burning embers” diagram and to include a link to earlier SRs; efforts to increase the readability of maps and contrast of shading; clarification of the time frame of risk assessment in the burning embers diagram; and the use of confidence levels and uncertainty language.  ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Germany', 'Canada', 'Russian Federation']"
1712,224,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,224,"Saudi Arabia, opposed by Saint Kitts and Nevis, France, Norway, Fiji, Belgium, Australia, Mexico, and others, proposed deleting a sentence stating that warm water corals are projected to experience very high risk even below global warming of 1.5oC, saying it was redundant and questioning its consistency with the underlying report. Authors preferred maintaining the sentence as written given its very high confidence level and specificity.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Fiji', 'Saint Kitts and Nevis', 'Australia', 'Belgium', 'France', 'Mexico', 'Saudi Arabia', 'Norway']"
1715,227,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,227,"B6.2: In response to a suggestion by Germany in this paragraph on risks of losses of coastal vegetation and associated carbon stores, authors added text to indicate that risks would increase with further warming. The amended text was agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Germany']
1716,228,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,228,B6.3: This paragraph deals with risks to biota of expanded salinization and hypoxia in shallow estuaries. Luxembourg expressed concern that the two sentences in the paragraph seemed to contradict each other on differences between low- and high-emissions scenarios. The paragraph was amended to remove any reference to conflicting scenarios and the paragraph was agreed.,0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Luxembourg']
1717,229,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,229,"B6.4: In a paragraph stating that almost all warm-water coral reefs are projected to suffer significant losses of area and local extinctions even if global warming remains below 1.5 C, Saudi Arabia asked why the current text predicted significant losses of area and local extinctions even if global warming remains below 1.5°C, when the previous text said 2oC. The authors attributed this to an error in the underlying report. Saudi Arabia cited the underlying report to argue that “below 1.5oC” was incorrect, and in response the authors cited the text’s prediction of damage to coral reefs “even if global warming is limited to 1.5oC.” Following informal consultations, the paragraph was agreed as presented.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saudi Arabia']
1719,231,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,231,"B7.1: On a paragraph that addresses risks to human settlements and livelihood options in high mountain areas and the Arctic, following a request from Switzerland, a new sentence was added to reflect that significant risk reduction and adaptation strategies help to avoid increased impacts from mountain flood and landslide hazards. The paragraph was agreed with this addition.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Switzerland']
1723,235,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,235,"B8.2: On a paragraph on projected decline in coral reefs, “warm water” coral reefs were specified in response to a query from Norway. In response to Saudi Arabia, a reference to SRCCL was deleted from the line of sight (list of citations) for this paragraph.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Norway', 'Saudi Arabia']"
1724,236,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,236,"B8.3: On global warming compromising seafood safety, authors did not agree to Spain’s proposal to specify cholera as a heightened risk or Estonia’s request to refer to a poleward expansion of Vibrio pathogens. The paragraph was approved with no change.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Estonia', 'Spain']"
1727,239,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,239,"B9.1: This paragraph addresses risks related to sea level rise and associated extreme events. Fiji, supported by Saint Kitts and Nevis, called for reference to tropical cyclones. Authors agreed to the insertion.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Fiji', 'Saint Kitts and Nevis']"
1728,240,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,240,"Saint Kitts and Nevis also asked for including mention of land loss, which was eventually agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saint Kitts and Nevis']
1730,242,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,242,"B9.2: This paragraph addresses risks for vulnerable communities in coral reef environments, urban atoll islands, and low-lying Arctic locations from sea level rise. Australia and the US questioned what type of limits were meant regarding a reference to adaptation limits. Authors explained that it covered the full range of adaptation limits and therefore the generic reference was appropriate. The sentence was taken up in a huddle with sentences from the previous paragraph and agreed as presented by the group without further comments.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Australia']
1731,243,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,243,"B9.3: This paragraph addresses greater adaptation opportunities provided by a slower rate of climate-related ocean and cryosphere change. Belize proposed a sentence to reflect that while investments are generally cost-efficient for densely populated urban areas, rural and poorer areas will be challenged to afford such adaptation investments with annual costs for some small island states amounting to several percent of gross domestic product (GDP). This sentence was forwarded to a huddle and eventually agreed as revised in the huddle without further comments.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Belize']
1732,244,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,244,"Figure SPM.4: Extreme Sea Level Events: Venezuela, supported by Nigeria, Ecuador, and Brazil, asked whether blank spaces for many coastlines in the figure, including large parts of Africa and Latin America, indicated lack of data, or no impacts based on an assessment of existing data. Canada requested that the panel on historical centennial events be modified to indicate locations where such events would be less likely due to vertical land movements. Saudi Arabia asked for confidence levels for the panel indicating locations where these events are projected to become annual more than 10 years earlier under RCP8.5 compared to RCP2.6 and objected to the presentation of only these two scenarios.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Nigeria', 'Canada', 'Brazil', 'Saudi Arabia', 'Niger', 'Ecuador']"
1749,261,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,261,"C1.1:  A paragraph describing temporal scales of climate impacts relative to those of governance immediately became conflictual, with delegations expressing different opinions on use of the term “governance.” Saudi Arabia, with Switzerland, argued for its deletion, believing it to be policy prescriptive, while the US, supported by Trinidad and Tobago, cautioned that in other UN languages it might be translated as “government.” However, other countries cited use of the term in other IPCC reports. ",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Trinidad and Tobago', 'Switzerland', 'Saudi Arabia']"
1750,262,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,262,"WG II Co-Chair Pörtner proposed that a contact group, facilitated by IPCC Vice-Chair Sokona, further discuss this paragraph. Saudi Arabia strongly objected to sending text not yet discussed in detail in plenary to a contact group. Following protracted discussion, the contact group convened, following which governance “systems” was replaced with “arrangements,” with authors reporting new text stating that time horizons of temporal scales of impacts are longer than those of governance arrangements, such as planning cycles, public and corporate decision-making cycles, and financial instruments. The paragraph was agreed as revised.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Saudi Arabia']
1751,263,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,263,"C1.2: On this paragraph, which discusses the limitations of current governance arrangements, authors suggested replacing the reference to governance “systems” with “arrangements,” as in the previous paragraph. Saudi Arabia asked that agreed examples of types of governance systems also be included in this paragraph, but the authors pointed out that those were not appropriate in the current context, and offered instead: “marine protected areas, spatial plans and water management regimes.” India and Trinidad and Tobago asked for reference to governance difficulties faced in high mountains and SIDS, respectively. The authors proposed text referencing SIDS and adding “inaccessibility” to the list of challenges facing governance systems. With these revisions the paragraph was agreed.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,"['Trinidad and Tobago', 'India', 'Saudi Arabia']"
1752,264,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51/summary-report-20-24-september,264,"C1.3: This paragraph, addressing barriers and limitations to adaptation in ecosystems, was added at the request of Grenada, and consists of text taken directly from Chapter 5 of the underlying report (Changing Ocean, Marine Ecosystems, and Dependent Communities). The paragraph was approved as presented.",0,False,2019,September,IPCC 51,,https://enb.iisd.org/events/51st-session-intergovernmental-panel-climate-change-ipcc-51,n,,IPCC,['Grenada']
